created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Nov 16 23:29:55 +0000 2023;1725295159695577147;"Kemenangan @gibran_tweet sbg pintu bangkitnya ORDE BARU dan Kebahagiaan Partai Golkar...!!!!! https://t.co/hDvHdOosyl";3;13;10;33;in;1645282016706064384;1725295159695577147;Opiniku95098012;https://twitter.com/Opiniku95098012/status/1725295159695577147
Thu Nov 16 23:29:49 +0000 2023;1725295137067266301;"@gus_dibyo @gibran_tweet tak delok" sampean komenane kok sinis kabeh nek mae mas gibran yo pak? enten nopo lo?";0;0;0;0;in;1444122635932106754;1722931054758269201;hanifa_zaa;https://twitter.com/hanifa_zaa/status/1725295137067266301
Thu Nov 16 23:29:42 +0000 2023;1725295107803607047;"@TeddGus @prabowo @gibran_tweet Emil dardak";0;0;0;0;in;1458071254691627009;1724993777696444604;HetyHetyhera;https://twitter.com/HetyHetyhera/status/1725295107803607047
Thu Nov 16 23:29:33 +0000 2023;1725295070650552661;"Sentimen Publik atas Dinasti Jokowi  Dalam survei nasional tatap muka terbaru SMRC (29 Oktober-5 Nopember 2023), SMRC bertanya:  "Apakah Ibu/Bapak tahu atau pernah mendengar pendapat yang menyebut bahwa presiden Jokowi sedang membangun politik dinasti..  ..anaknya, Gibran… https://t.co/Hr2AZV5rFg";7;26;24;108;in;33456112;1725295070650552661;muchlis_ar;https://twitter.com/muchlis_ar/status/1725295070650552661
Thu Nov 16 23:29:32 +0000 2023;1725295066296844565;"@Prihati_utami @gibran_tweet Yang akan jadi presiden tetap pak Ganjar Mahfud";0;0;0;0;in;1615028331069726721;1725010094541410545;SusanSus47;https://twitter.com/SusanSus47/status/1725295066296844565
Thu Nov 16 23:29:31 +0000 2023;1725295062190580096;"@Prihati_utami @gibran_tweet Memang sudah tidak perlu mempertimbangkan yang lain sudah jelas harus pilih siapa, ya pastinya pak ganjar";0;0;0;0;in;1703831515166302208;1725010094541410545;auliakk65;https://twitter.com/auliakk65/status/1725295062190580096
Thu Nov 16 23:29:30 +0000 2023;1725295057702715658;"RESULT TOGEL 17  NOVEMBER 2023 JOGJATOTO  ⭐️ASCOLI⭐️  ⭐️7299⭐️  DI COBA HOKI NYA BERSAMA JOGJATOTO Link : https://jogja,.com  #hasilresulttogel #resulttogel #resulttogelwla #Gibran #Hujan #Undip #prabowo #Minggu #togelwla #jogjatoto https://t.co/fokqQoXlR4";0;0;0;0;in;1500211466313420802;1725295057702715658;jogjatoto;https://twitter.com/jogjatoto/status/1725295057702715658
Thu Nov 16 23:29:17 +0000 2023;1725295000823742596;"@fishess Es una sensación terrible, estoy muy cerca de pasar por lo mismo que tú y aún me cuesta hacerme a la idea que debe pasar. Te mando un abrazo muy fuerte";0;1;0;1;es;203647526;1725277824527810913;Ginuva;https://twitter.com/Ginuva/status/1725295000823742596
Thu Nov 16 23:29:16 +0000 2023;1725294999410254048;"@ajengcute16__ @prabowo @gibran_tweet Gak perlu didukung demokratpun pasti menang.... Awokwokwokwok....";0;0;0;0;in;1680096008695578624;1725049271937061082;Tretanesia;https://twitter.com/Tretanesia/status/1725294999410254048
Thu Nov 16 23:29:13 +0000 2023;1725294986667975026;"RESULT TOGEL 17  NOVEMBER 2023 JOGJATOTO  ⭐️OREGON04⭐️  ⭐️5064⭐️  DI COBA HOKI NYA BERSAMA JOGJATOTO Link : https://jogja,.com  #hasilresulttogel #resulttogel #resulttogelwla #Gibran #Hujan #Undip #prabowo #Minggu #togelwla #jogjatoto https://t.co/ksZoj28KE0";0;0;0;0;in;1500211466313420802;1725294986667975026;jogjatoto;https://twitter.com/jogjatoto/status/1725294986667975026
Thu Nov 16 23:29:05 +0000 2023;1725294951255449840;"@Miduk17 Membayangkan Gibran dan Seno debat.... 🤣🤣🤣🤣🤣";0;8;0;10;in;219548433;1725282883873693862;hansssolo;https://twitter.com/hansssolo/status/1725294951255449840
Thu Nov 16 23:28:57 +0000 2023;1725294918456021042;"@Prihati_utami Pertanyaan ini juga yang menjadi pertanyaanku, jadi cawapres dengan jalur cacat hukum, kendati putusan final, namun kedepannya akan dicap oleh sejarah. Apa Gibran berpikir: "seiring waktu semua akan melupakannya". Pemikiran seperti itu pasti mengerikan.";0;0;0;0;in;4512739452;1725010094541410545;patar72gar;https://twitter.com/patar72gar/status/1725294918456021042
Thu Nov 16 23:28:50 +0000 2023;1725294888537977268;"@harris_new2 @gibran_tweet 🗿🗿🗿";0;0;0;0;qme;746580437762347012;1725039901224391025;Nuari12;https://twitter.com/Nuari12/status/1725294888537977268
Thu Nov 16 23:28:48 +0000 2023;1725294881676124504;"@Prihati_utami @gibran_tweet Walah walah pak gimana mk sih pak";0;0;0;0;in;1647513868883886080;1725010094541410545;AnaGuerra957184;https://twitter.com/AnaGuerra957184/status/1725294881676124504
Thu Nov 16 23:28:46 +0000 2023;1725294873648255356;"@IMachjar @ajengcute16__ @prabowo @gibran_tweet Dah gak laku kampanye kayak begitu... Wkwkwk...";0;0;0;0;in;2783717701;1725049271937061082;samarchitect86;https://twitter.com/samarchitect86/status/1725294873648255356
Thu Nov 16 23:28:39 +0000 2023;1725294843520569845;"@gibran_tweet @pikaso_me  screenshot this";0;1;0;0;en;1634554927715594241;1725024318739120371;reketek90;https://twitter.com/reketek90/status/1725294843520569845
Thu Nov 16 23:28:29 +0000 2023;1725294799581020436;"@Prihati_utami @gibran_tweet Enak yaa kalo bapaknya jadi presiden dan pamannya ketua MK. Biasa seenaknya";0;0;0;0;in;1615026665813573632;1725010094541410545;ViviAmalia23;https://twitter.com/ViviAmalia23/status/1725294799581020436
Thu Nov 16 23:28:27 +0000 2023;1725294793960628332;"@WongAlasRoban @BosPurwa Kata Gibran: Lampung harus menang AMIN";0;0;0;1;in;1581444241695571968;1725166886143299910;JajaTaupik;https://twitter.com/JajaTaupik/status/1725294793960628332
Thu Nov 16 23:28:27 +0000 2023;1725294790764630272;"@AsikinAja2000 @DokterTifa @gibran_tweet kek lu udah hebat aja";0;0;0;1;in;714710468993089537;1724974374544154697;triad11316;https://twitter.com/triad11316/status/1725294790764630272
Thu Nov 16 23:28:17 +0000 2023;1725294751807947166;"@Prihati_utami @gibran_tweet Aku memaklumi semua ini karena kita semua manusia biasa";0;0;0;0;in;1673505538041344002;1725010094541410545;opuyuliani;https://twitter.com/opuyuliani/status/1725294751807947166
Thu Nov 16 23:28:14 +0000 2023;1725294737673134215;"Gibran itu kalah cerdas dari Alam..... Gibran bisa gak kuliah di UI atau UGM gak? CC @TeddGus";0;0;0;0;in;1438017153467248642;1725294737673134215;KabarS4habat;https://twitter.com/KabarS4habat/status/1725294737673134215
Thu Nov 16 23:27:54 +0000 2023;1725294653715759143;"@InfoLurah @gibran_tweet itu yg namanya bocah... 👇 https://t.co/wbTgUjlsvV";0;0;0;0;in;1580397596803493889;1724986674479022414;FooLitik;https://twitter.com/FooLitik/status/1725294653715759143
Thu Nov 16 23:27:51 +0000 2023;1725294640516186509;"@Prihati_utami @gibran_tweet Bersabar lah memang sabar itu sebenarnya sulit";0;0;0;0;in;1673503499164999680;1725010094541410545;figunturia;https://twitter.com/figunturia/status/1725294640516186509
Thu Nov 16 23:27:48 +0000 2023;1725294628071710952;"@TeddGus @prabowo @gibran_tweet @TeddGus cocok banget jadi cawapresnya pak prabowo";0;0;0;0;in;325507498;1724993777696444604;1umarsidik;https://twitter.com/1umarsidik/status/1725294628071710952
Thu Nov 16 23:27:45 +0000 2023;1725294617317568575;"@Prihati_utami @gibran_tweet Saya tetap fokus untuk dukung pak Ganjar Mahfud";0;0;0;0;in;1705911436256612352;1725010094541410545;anak_dewas85690;https://twitter.com/anak_dewas85690/status/1725294617317568575
Thu Nov 16 23:27:42 +0000 2023;1725294602562019357;"@khopay66 @gibran_tweet Sebuah prestasi tdk akan bisa dihargai dengan nominal berapapun. Coba tanya p Ganjar..psti beliau nangis klo prestasinya ngatasi banjir rob dihargai cmn 3 jt. Ngono yo ngono..ning ojo ngono...🫰sarangheo..✌️Peace 🇮🇩";0;0;0;0;in;67259982;1725025907008754086;nuningBening;https://twitter.com/nuningBening/status/1725294602562019357
Thu Nov 16 23:27:35 +0000 2023;1725294573361254595;"@SeputarAHY @AdisunaryoYoyo @prabowo @gibran_tweet @aniesbaswedan Ini penghianatan bkn? https://t.co/kymnXsuvpZ";0;0;0;3;in;1577709067132276736;1725037752084033757;fauzi_sati;https://twitter.com/fauzi_sati/status/1725294573361254595
Thu Nov 16 23:27:35 +0000 2023;1725294571872260602;"@KRMTRoySuryo1 @DokterTifa @gibran_tweet Brarti gibran bukan Sarjana dong";0;0;0;0;in;1665656988339150848;1724974374544154697;RomonyaRama;https://twitter.com/RomonyaRama/status/1725294571872260602
Thu Nov 16 23:27:27 +0000 2023;1725294539638972816;"@KikuKrisan @gibran_tweet 🗿🗿🗿🗿";0;0;0;0;qme;746580437762347012;1725039901224391025;Nuari12;https://twitter.com/Nuari12/status/1725294539638972816
Thu Nov 16 23:27:22 +0000 2023;1725294518898172126;"@dtono88 @gibran_tweet semangat terus Mas Gibran....biar penghinamu makin panas dan lama2 struk....";0;0;0;0;in;1083388392069509120;1725024318739120371;Irfanalfi12;https://twitter.com/Irfanalfi12/status/1725294518898172126
Thu Nov 16 23:27:21 +0000 2023;1725294514037030999;"@Prihati_utami @gibran_tweet Mungkin semua ini adalah sudah diatur atau bagaimana nda ngerti aku";0;0;0;0;in;1665357692658143232;1725010094541410545;wertisilomia;https://twitter.com/wertisilomia/status/1725294514037030999
Thu Nov 16 23:27:19 +0000 2023;1725294508773147062;"@arifgun4 @gibran_tweet Woi kontol lu cuma typing ribut muncung mu";0;0;0;0;in;1569537925377032196;1720822357051465945;jinjittt;https://twitter.com/jinjittt/status/1725294508773147062
Thu Nov 16 23:27:17 +0000 2023;1725294497041658310;"@TeddGus @ganjarpranowo @mohmahfudmd Pihak Prabowo Gibran baik dari kelas pinggiran sampai Kader partai sibuk menyebarkan isu. Giliran di tanggapi eh ada yang bilang, kenapa sih kubu Ganjar Mahfud sibuk menyerang pelanggaran HAM dan konstitusi ?   Dasar cengeng..";0;2;0;0;in;1374686160748830724;1724634014555025729;DS_yantie;https://twitter.com/DS_yantie/status/1725294497041658310
Thu Nov 16 23:27:16 +0000 2023;1725294494600622586;"@hsetiyawan1979 @gibran_tweet Om setidaknya kalo gabisa jadi manusia sempurna, attitude&amp omongan bagus dikit om🙏";0;0;0;0;in;1562442013135740928;1723565892246860035;xxyndaq;https://twitter.com/xxyndaq/status/1725294494600622586
Thu Nov 16 23:27:09 +0000 2023;1725294466758750589;"@okkymadasari Bro piye iki @gibran_tweet";0;0;0;0;tr;891574249533480960;1725025557245743444;TejhoWahyu;https://twitter.com/TejhoWahyu/status/1725294466758750589
Thu Nov 16 23:26:59 +0000 2023;1725294422051709158;"@ray_sa01 @gibran_tweet 🗿🗿🗿🗿";0;0;0;0;qme;746580437762347012;1725039901224391025;Nuari12;https://twitter.com/Nuari12/status/1725294422051709158
Thu Nov 16 23:26:53 +0000 2023;1725294398379028893;"@ajengcute16__ @prabowo @gibran_tweet https://t.co/kTKwugC2gC";0;0;0;0;qme;1452832153566212096;1725049271937061082;idugmancung;https://twitter.com/idugmancung/status/1725294398379028893
Thu Nov 16 23:26:51 +0000 2023;1725294390527377496;"@TeddGus @prabowo @gibran_tweet https://t.co/GrAdvWbxPv";0;0;0;0;qme;1604274215246770176;1724993777696444604;abhie_000;https://twitter.com/abhie_000/status/1725294390527377496
Thu Nov 16 23:26:48 +0000 2023;1725294375050314128;"@ajengcute16__ @prabowo @gibran_tweet Mantab... Gas Pol..";0;0;0;0;ht;2783717701;1725049271937061082;samarchitect86;https://twitter.com/samarchitect86/status/1725294375050314128
Thu Nov 16 23:26:40 +0000 2023;1725294343538532646;"Paslon no 2, nyatut gambar kejadian² di luar Indonesia buat dokumen visi misi nya. Pendukung Paslon no 3 &gt &gt  @msobri99 &lt &lt , nyatut video era pilkada DKI buat kampanye nya Ga kreatif amat @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd. https://t.co/0kJlKGO7Wv";1;1;24;32;in;485385284;1725294343538532646;ronavioleta;https://twitter.com/ronavioleta/status/1725294343538532646
Thu Nov 16 23:26:29 +0000 2023;1725294296805613673;"@ILCTalkshow Qodari sdh obral2an integritasnya smp intelektualitas gibran pun disurve dan hasilnya di atas Prof.Dr. Mahfud &amp  Dr. Muhaimin🙈";0;0;0;0;in;1604744331734441984;1725033631289381293;DjPrasetyo85;https://twitter.com/DjPrasetyo85/status/1725294296805613673
Thu Nov 16 23:26:22 +0000 2023;1725294268804399588;"@DokterTifa @gibran_tweet Kok saya yang malu ya. 🤦‍♂️";0;0;0;0;in;1209016036231536640;1724974374544154697;ToresAbdul;https://twitter.com/ToresAbdul/status/1725294268804399588
Thu Nov 16 23:26:18 +0000 2023;1725294252945793248;"@DokterTifa @gibran_tweet Aku 0l";0;0;0;0;in;3250257787;1724974374544154697;FahmuddinB;https://twitter.com/FahmuddinB/status/1725294252945793248
Thu Nov 16 23:26:03 +0000 2023;1725294188357693654;"@RatihPu00462534 @gibran_tweet Hidupmu yg kayak bajingam";0;0;0;0;in;1649191780989177857;1720446943955230734;Kurniasandy210;https://twitter.com/Kurniasandy210/status/1725294188357693654
Thu Nov 16 23:26:03 +0000 2023;1725294187195801908;"@zefa_f @cirebon772 @gibran_tweet Mahfud MD aja mengakui kalo pencalonan Cawapresnya gibran secara hukum sah, elu siape?";0;1;0;1;in;1118884672497307648;1725039901224391025;FajriYaqin;https://twitter.com/FajriYaqin/status/1725294187195801908
Thu Nov 16 23:25:59 +0000 2023;1725294172075372852;"@Prihati_utami @gibran_tweet Memang bener ya sebaiknya kita memilih pemimpin yang lebih berpengalaman seperti pak ganjar";0;0;0;0;in;1630851115272245248;1725010094541410545;hidayatkurn6553;https://twitter.com/hidayatkurn6553/status/1725294172075372852
Thu Nov 16 23:25:53 +0000 2023;1725294146154569932;"@TeddGus @prabowo @gibran_tweet Cak Lonthong.";0;0;0;0;in;937906436172013568;1724993777696444604;bangunsetiaji4;https://twitter.com/bangunsetiaji4/status/1725294146154569932
Thu Nov 16 23:25:52 +0000 2023;1725294141746381141;"@gibran_tweet Cocok kok pak gibran 😁😁";0;0;0;0;tr;1714268580911656960;1725039901224391025;vyana_25;https://twitter.com/vyana_25/status/1725294141746381141
Thu Nov 16 23:25:44 +0000 2023;1725294109093761038;"@TeddGus @prabowo @gibran_tweet @rianernesto  sihhh bang, doi emang belum pernah berkecimpung di dprd,dpr, kepala daerah, tapi dengan segudang visi nya, dan track record doi yg dia punya. layak buat dipertimbangkan.";0;0;0;0;in;1670728424787431424;1724993777696444604;Cepu_polda;https://twitter.com/Cepu_polda/status/1725294109093761038
Thu Nov 16 23:25:44 +0000 2023;1725294106593915379;"@sihol72 @Prihati_utami @gibran_tweet 🤣🤣🤣🤣 sudah jadi kader kuning";0;1;0;1;in;1707411365147860992;1725010094541410545;blackpanda174;https://twitter.com/blackpanda174/status/1725294106593915379
Thu Nov 16 23:25:36 +0000 2023;1725294076243873901;"@Prihati_utami @gibran_tweet Ya Allah selamat kan lah Indonesia semoga negeri ini berada ditangan yang tepat seperti Pak GanjarMahfud";0;0;0;1;in;1675117104419446784;1725010094541410545;Aisyah314005;https://twitter.com/Aisyah314005/status/1725294076243873901
Thu Nov 16 23:25:27 +0000 2023;1725294037836714266;"@Dennysiregar7 Bersama Jokowi.... Prabowo Gibran bangunkan Orde Baru....🤪✅";0;0;0;0;in;1572936526757265414;1725080466590744599;SooJun97650962;https://twitter.com/SooJun97650962/status/1725294037836714266
Thu Nov 16 23:25:25 +0000 2023;1725294029766865383;"@tvOneNews dr Tifa Gibran  berasal dari keluarga pejabat gak mgkin sekolahnya abal2 pasti sekolah yg bermutu dr Tifa semoga anda salah dlm menilai krn penilaian anda SANGAT merugikan  cawapres Gibran serta negara krn   saat ini  negara sedang menantikan putra2 terbaik utk mimpin Negara";0;0;0;0;in;700471787788734465;1725212298569290233;jondiljonson;https://twitter.com/jondiljonson/status/1725294029766865383
Thu Nov 16 23:25:18 +0000 2023;1725293998292734411;"@arifgun4 @gibran_tweet Kampungan";0;0;0;0;in;1649191780989177857;1720822357051465945;Kurniasandy210;https://twitter.com/Kurniasandy210/status/1725293998292734411
Thu Nov 16 23:25:13 +0000 2023;1725293976729895149;"@DokterTifa @gibran_tweet Sami mawon";0;0;0;0;ht;1599000680844271618;1724974374544154697;NuansaLombok1;https://twitter.com/NuansaLombok1/status/1725293976729895149
Thu Nov 16 23:25:09 +0000 2023;1725293961164759197;"@SAGASULSEL_ PDIP gak akan menang pemilu tanpa gibran";0;0;0;0;in;1652662761019834375;1725053589389799833;shanum_aja;https://twitter.com/shanum_aja/status/1725293961164759197
Thu Nov 16 23:24:45 +0000 2023;1725293860937662487;"Semua manut jadi ABG😁😁😁 Anak Buah Gibran";0;0;0;2;in;1129626705138610176;1725293860937662487;BesseHidayah;https://twitter.com/BesseHidayah/status/1725293860937662487
Thu Nov 16 23:24:41 +0000 2023;1725293843015475694;"Survei LPI (9-13 Nov) di 18 dr 38 provinsi mall tatap muka, email, &amp  grup WA, Ganjar-Mahfud unggul :  - Ganjar-Mahfud 38,75% - Prabowo-Gibran 34,25% - Anies-Cak Imin 24%  So far jd satu2nya survei yg hasilnya senada dg @ChartaPolitika   https://t.co/zArDCz07A2 https://t.co/JpynVSQJBd";0;0;0;0;in;508535668;1725293843015475694;TopanTj;https://twitter.com/TopanTj/status/1725293843015475694
Thu Nov 16 23:24:35 +0000 2023;1725293819841872293;"Gibran dan Ibu Megawati...? . . B U M I   D A N   L A N G I T . . .‼️ .";0;8;8;39;in;219548433;1725293819841872293;hansssolo;https://twitter.com/hansssolo/status/1725293819841872293
Thu Nov 16 23:24:33 +0000 2023;1725293808454455663;"@Prihati_utami @gibran_tweet Entah apa yang ada dipikiran anak muda ini";0;0;0;0;in;1632594369198051328;1725010094541410545;Muhamma78452656;https://twitter.com/Muhamma78452656/status/1725293808454455663
Thu Nov 16 23:24:26 +0000 2023;1725293782651039946;"@Bambangmulyonoo @gibran_tweet Begini Jubir2 sekarang https://t.co/n6cNM7IZD2";0;0;0;1;in;2248413540;1724987170082132345;Gapazhe;https://twitter.com/Gapazhe/status/1725293782651039946
Thu Nov 16 23:24:21 +0000 2023;1725293759720780207;"@SemvackB @malasnonton @DokterTifa @gibran_tweet Lamban ?! 🤭";0;0;0;0;in;817557420335501312;1724974374544154697;smogasemestinya;https://twitter.com/smogasemestinya/status/1725293759720780207
Thu Nov 16 23:24:15 +0000 2023;1725293733175083116;"#TimnasDay  Sepakbola terbantai..  Jauh banget 5_1 Irak vs Indonesia   malunya Indonesia gembar gembor menarik Tesla krn melimpah nikel nya,  ampoon ternyata ga dilirik, Tesla tetapkan pilih Malaysia.  Ini fakta bukan kebanyakan drama bapaknye Gibran   https://t.co/65Rk6PZkB1";0;0;0;2;in;750113649365094400;1725293733175083116;kotabahagia;https://twitter.com/kotabahagia/status/1725293733175083116
Thu Nov 16 23:24:14 +0000 2023;1725293731040157713;"@Prihati_utami @gibran_tweet Hadehhh pilpresnya bobrok ya guys wkwk";0;0;0;0;in;1647513837275435008;1725010094541410545;nathalie_s9553;https://twitter.com/nathalie_s9553/status/1725293731040157713
Thu Nov 16 23:23:59 +0000 2023;1725293666724642820;"@narkosun @gibran_tweet Skg puja puji om Rocky.... 😂😂😂";0;0;0;1;in;1654429507095511042;1725157986744545729;tjah_bagus10;https://twitter.com/tjah_bagus10/status/1725293666724642820
Thu Nov 16 23:23:54 +0000 2023;1725293649020452966;"@Prihati_utami @gibran_tweet Entahlah kenapa dia ngotot banget padahal dia tahu bahwa nainya dari sesuatu yang melanggar, harusnya sih malu";0;0;0;0;in;1665542110819553280;1725010094541410545;News_Informasi;https://twitter.com/News_Informasi/status/1725293649020452966
Thu Nov 16 23:23:48 +0000 2023;1725293622705484132;"@hsetiyawan1979 @gibran_tweet Banyak bacot kau";0;0;0;0;in;1649191780989177857;1723565892246860035;Kurniasandy210;https://twitter.com/Kurniasandy210/status/1725293622705484132
Thu Nov 16 23:23:41 +0000 2023;1725293590929453560;"@TeddGus @prabowo @gibran_tweet 😂😂 gw bilang juga apa.. jangan terlalu dipaksain bro.. makin parah kan lw sekarang.. wkwkwkkk..  #AMINMenangSatuPutaran";0;0;0;0;in;2425211274;1724993777696444604;sejahterahman;https://twitter.com/sejahterahman/status/1725293590929453560
Thu Nov 16 23:23:33 +0000 2023;1725293556854841683;"@DokterTifa @gibran_tweet No 2 Prabowo Subianto dan Gibran Raka Buming Raka sebagai Presiden dan Wakil Presiden di 2024";0;0;0;0;in;1428972172886765571;1724974374544154697;Saipul76104730;https://twitter.com/Saipul76104730/status/1725293556854841683
Thu Nov 16 23:23:31 +0000 2023;1725293548915036406;"Banda por primera vez me drogaron con una bebida JAJAJAJAJAJAJA #estabienculero";0;0;0;0;es;1629243498493841410;1725293548915036406;Moya4Gibran;https://twitter.com/Moya4Gibran/status/1725293548915036406
Thu Nov 16 23:23:19 +0000 2023;1725293500076544351;"@ajengcute16__ @prabowo @gibran_tweet S14P prabowo presiden.";0;0;0;0;ht;2997330620;1725049271937061082;endihendri123;https://twitter.com/endihendri123/status/1725293500076544351
Thu Nov 16 23:23:15 +0000 2023;1725293482959638617;"Tipu daya konstitusi, rusaknya reformasi, mundurnya demokrasi, demi melanggengkan kekuasaan politik dinasti.  Semua demi Gibran, maju menjadi cawapres dengan membawa beban cacat hukum. https://t.co/03IRYnUO0r";1;1;3;5;in;1457046180;1725293482959638617;Relawan_GPXMMD;https://twitter.com/Relawan_GPXMMD/status/1725293482959638617
Thu Nov 16 23:23:09 +0000 2023;1725293457672208632;"@Prihati_utami @gibran_tweet  Iya logika normal kita mestinya ke jateng1 atau dki1 dulu, 2024 baru ikut kontestasi capres cawapres. Syg sekali di akhir jabatan  p @jokowi  hrs terjadi ini, catatan hitam dlm sejarah demokrasi Indonesia. 2x pilpres sy pilih p Jokowi, mengagumi gibran sbg walkot";0;0;0;4;in;3658387283;1725010094541410545;nurhadihoja4072;https://twitter.com/nurhadihoja4072/status/1725293457672208632
Thu Nov 16 23:23:05 +0000 2023;1725293441738047726;"@gibran_tweet Wkkkkkkkkkk.  Anak bapak. Dikasih jalan tp gak jadi hokage kok boruto. Next hokage fix adlh sarada";0;0;0;0;in;1569129963630260226;1725024318739120371;Ibijark;https://twitter.com/Ibijark/status/1725293441738047726
Thu Nov 16 23:22:56 +0000 2023;1725293404681392343;"@tvOneNews Enek2 wae para komentator kie, kok malah podo bahas ijazah, kok nggak dari dulu waktu @gibran_tweet dilantik jadi walikota @pemkotsolo";0;1;0;0;in;1639057246079565825;1725212298569290233;Surahman1321371;https://twitter.com/Surahman1321371/status/1725293404681392343
Thu Nov 16 23:22:53 +0000 2023;1725293391247016103;"@endangbambhang @malasnonton @DokterTifa @gibran_tweet Iya aja dah... Mau-maunya u aja dah... 🤣🤣";0;1;0;0;in;764292258174672896;1724974374544154697;tnw_wahyudi;https://twitter.com/tnw_wahyudi/status/1725293391247016103
Thu Nov 16 23:22:48 +0000 2023;1725293369436586307;"@Prihati_utami @gibran_tweet Mas pengen banget yaa jabatan tinggi? Mas mau apain Indonesia";0;0;0;1;in;1371743525751033856;1725010094541410545;Arkaan__;https://twitter.com/Arkaan__/status/1725293369436586307
Thu Nov 16 23:22:34 +0000 2023;1725293311962001898;"@soni_akun_kedua @chiefhendry @Dennysiregar7 @gibran_tweet Malah dianggap santuy 😁";0;0;0;1;in;1424573456029347840;1725272586219839672;firman__nurhuda;https://twitter.com/firman__nurhuda/status/1725293311962001898
Thu Nov 16 23:22:33 +0000 2023;1725293306610094146;"Tok! Ini Keputusan PDIP Soal Nasib Gibran &amp  Bobby https://t.co/BOLQ401aOS";0;0;0;2;in;847372542830444544;1725293306610094146;cnbcindonesia;https://twitter.com/cnbcindonesia/status/1725293306610094146
Thu Nov 16 23:22:31 +0000 2023;1725293298812867030;"@iwojosh @Prihati_utami @gibran_tweet Drunpret msh emang ogeb da,nalarnya gak nyampe.yg panik ntu klean.sebener- bener nanya kok...mkmkmkmkmk";0;0;0;2;in;1624673785931780096;1725010094541410545;TRIAJULLY;https://twitter.com/TRIAJULLY/status/1725293298812867030
Thu Nov 16 23:22:31 +0000 2023;1725293298221244646;"@IvanMDuqueC @Omardicion Tiras un muslo de pollo con toda la dieta que tienen que hacer esas mujeres... Se matan... https://t.co/fSVGv0WhlU";1;0;0;0;es;1605296820309016576;1725271181597479061;EsElHijoDFlor;https://twitter.com/EsElHijoDFlor/status/1725293298221244646
Thu Nov 16 23:22:18 +0000 2023;1725293246388248911;"@are_inismyname @gibran_tweet @Alie_Fahnoor @AlmaghribiS @azissubekti @BANGSAygSUJUD @bengkeldodo @P4P4B0W0_2024 @Ndons_Back @Royan_02 @florieliciouss @Bank_Joee_ No 1 gak pake drama ...original !";0;1;1;14;in;1604274215246770176;1725234587352383528;abhie_000;https://twitter.com/abhie_000/status/1725293246388248911
Thu Nov 16 23:22:18 +0000 2023;1725293243624251709;"@gibran_tweet 2024 juga tamat karir politik";0;0;0;0;in;1647473281212231680;1725164989449654297;Leewawan92;https://twitter.com/Leewawan92/status/1725293243624251709
Thu Nov 16 23:22:11 +0000 2023;1725293214704582811;"@BosPurwa @gibran_tweet Dia gak mau arah baru atau perbahan? Pemimpin gak mau perubahan? Mau stagnan begini begini aja? Itu pikiran cerdas? 😅🤣🤣🤣🤣";0;0;0;0;in;954865233524174848;1724212798715052441;FedrisHaji;https://twitter.com/FedrisHaji/status/1725293214704582811
Thu Nov 16 23:22:05 +0000 2023;1725293188217491769;"@gibran_tweet teks pidato pak gibran segera tiba";0;0;0;0;in;1715729413495799808;1725164989449654297;AHumanforGod;https://twitter.com/AHumanforGod/status/1725293188217491769
Thu Nov 16 23:21:48 +0000 2023;1725293119397318932;"@gibran_tweet bro do u know latter in the story everyone in the shinobi word turns against boruto and sasuke is sealed by the juubi monster????";0;0;0;0;en;1329488240559099904;1725024318739120371;xhirinn;https://twitter.com/xhirinn/status/1725293119397318932
Thu Nov 16 23:21:46 +0000 2023;1725293110656463341;"@Idho09 @gibran_tweet Langsung to the point. Wkkkkk";0;0;0;1;en;1569129963630260226;1725024318739120371;Ibijark;https://twitter.com/Ibijark/status/1725293110656463341
Thu Nov 16 23:21:43 +0000 2023;1725293096257396901;"@gibran_tweet Rasengan 🌀";0;0;0;0;in;224189573;1725024318739120371;Kang_Jaen;https://twitter.com/Kang_Jaen/status/1725293096257396901
Thu Nov 16 23:21:37 +0000 2023;1725293070730883083;"@gibran_tweet Ente yg tamat...🤭 https://t.co/M24s4YV5Gt";0;3;4;22;in;1068490613329289216;1725164989449654297;Iwan18619923;https://twitter.com/Iwan18619923/status/1725293070730883083
Thu Nov 16 23:21:36 +0000 2023;1725293067836555483;"@romferez @gibran_zazueta @lopezobrador_ jajajajajajajajajajaja igual de payaso. Pónganse serios!";0;0;0;0;es;63317204;1724979244671926743;arvanegas;https://twitter.com/arvanegas/status/1725293067836555483
Thu Nov 16 23:21:31 +0000 2023;1725293046299087001;"@Ganjar_Mahfud03 @HannasRahmat @jokowi @gibran_tweet @officialMKRI @JimlyAs 🤣🤣🤣";0;0;0;0;qme;1603758340496306176;1718616508413399366;koffie_lover;https://twitter.com/koffie_lover/status/1725293046299087001
Thu Nov 16 23:21:27 +0000 2023;1725293032168169845;"@gibran_tweet https://t.co/jf4WvIwZKJ";0;0;0;0;qme;1662976245603368960;1725164989449654297;WIBOWO46UNK;https://twitter.com/WIBOWO46UNK/status/1725293032168169845
